personId,name,rank,match_personId,match_name,match_team,match_pos,dist
1645560,N. Martinez,9,17554,A. Zuvich,AGU,C,23.0
1645560,N. Martinez,10,2620318,J. O'neal,COR,F,23.1
1645560,N. Martinez,11,17691,E. Serres,CAP,F,24.0
1645560,N. Martinez,12,2413907,E. Bell,CNF,PF,24.5
17554,A. Zuvich,1,1975797,A. Ibarguen,CAP,PF,13.9
17554,A. Zuvich,2,2413907,E. Bell,CNF,PF,15.9
17554,A. Zuvich,3,2096885,A. Peña,WEL,PF,16.5
17554,A. Zuvich,4,2534742,T. Daniels,UUN,C,17.5
17554,A. Zuvich,5,2178363,E. Romero,CAP,C,18.3
17554,A. Zuvich,6,1314581,R. Previatti,WEL,PF,18.4
17554,A. Zuvich,7,2620318,J. O'neal,COR,F,18.7
17554,A. Zuvich,8,999249,M. Bianchi,DSC,PF,18.7
17554,A. Zuvich,9,17628,E. Oglivie,CNF,C,19.2
17554,A. Zuvich,10,2486591,Q. Wilson,UAT,PF,19.6
17554,A. Zuvich,11,191795,S. Ottonello,BIG,PF,19.7
17554,A. Zuvich,12,17691,E. Serres,CAP,F,20.9
2394559,D. Zekovic,1,15217,F. Haller,HYM,PF,17.4
2394559,D. Zekovic,2,191795,S. Ottonello,BIG,PF,17.6
2394559,D. Zekovic,3,2486591,Q. Wilson,UAT,PF,18.4
2394559,D. Zekovic,4,1709203,E. Holt,UUN,PF,19.8
2394559,D. Zekovic,5,725720,T. Metzger,DSC,PF,20.6
2394559,D. Zekovic,6,2096885,A. Peña,WEL,PF,20.8
2394559,D. Zekovic,7,2486580,J. Canty,HYM,C,20.9
2394559,D. Zekovic,8,1567203,M. Oyenard,GOE,PG,21.1
2394559,D. Zekovic,9,17691,E. Serres,CAP,F,21.4
2394559,D. Zekovic,10,2288279,J. Strings,GOE,C,21.8
2394559,D. Zekovic,11,1924909,F. Hassell,BIG,C,22.2
2394559,D. Zekovic,12,312957,R. Hassan,WEL,C,22.8
2288279,J. Strings,1,208488,J. Ducasse,UAT,F,21.1
2288279,J. Strings,2,1709203,E. Holt,UUN,PF,21.4
2288279,J. Strings,3,2394559,D. Zekovic,MAL,C,21.8
2288279,J. Strings,4,1924909,F. Hassell,BIG,C,24.8
2288279,J. Strings,5,2486580,J. Canty,HYM,C,26.0
2288279,J. Strings,6,2074488,M. Benitez,UUN,PF,26.4
2288279,J. Strings,7,1871466,A. Pruitt,GOE,PF,26.9
2288279,J. Strings,8,725720,T. Metzger,DSC,PF,27.5
2288279,J. Strings,9,16616,N. Catala,BIG,F,27.7
2288279,J. Strings,10,2486591,Q. Wilson,UAT,PF,28.8
2288279,J. Strings,11,2255313,V. Andrade,COR,C,29.1
2288279,J. Strings,12,191795,S. Ottonello,BIG,PF,29.5
62685,S. Massa,1,1981004,D. Wright,DSC,PF,17.5
62685,S. Massa,2,2620317,T. Ferguson,WEL,SG,19.6
62685,S. Massa,3,1722930,P. Prieto,CNF,G,21.5
62685,S. Massa,4,16807,A. Lopez,UAT,SG,23.9
62685,S. Massa,5,16511,S. Moglia,WEL,F,24.5
62685,S. Massa,6,1430994,J. Rodriguez,AGU,F,24.8
62685,S. Massa,7,1642412,S. Hogan,CAP,F,24.8
62685,S. Massa,8,16857,G. Iglesias,BIG,PF,25.7
62685,S. Massa,9,539387,F. Soto,DSC,F,25.7
62685,S. Massa,10,2534734,J. Cruz,MAL,F,26.0
62685,S. Massa,11,2486578,A. Nation,HYM,G,26.7
62685,S. Massa,12,16717,G. Semiglia,HYM,F,27.4
191820,F. Terra,1,811063,N. Pomoli,CAP,PG,18.0
191820,F. Terra,2,2534718,J. Matos,BIG,PG,18.4
191820,F. Terra,3,2603089,C. Alaekwe,UAT,PG,20.0
191820,F. Terra,4,17101,J. Santiso,AGU,G,21.5
191820,F. Terra,5,15251,L. Parodi,CNF,G,23.7
191820,F. Terra,6,2534738,I. Ross,UAT,G,24.4
